id,name,host_id,host_name,neighbourhood,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,number_of_reviews,last_review,calculated_host_listings_count,availability_365
18971941,"LAF Hotel Aree, Capsule for 1 Near BTS Ari",130628132,Laf,"Bangkok, Krung Thep Maha Nakhon, Thailand",Phaya Thai,13.77617,100.54275,Shared room,450,1,0.7,59,4/14/2024,3,180
18982516,The Ninth Place Two Bed Rooms,33537656,Johnson,,Pra Wet,13.68532582,100.6475892,Entire home/apt,1396,3,0.13,2,5/31/2023,4,363
18986915,High Class Condo 1 meter to MRT Ratchada Bangkok,33820581,Krongwalai,"Bangkok, Krung Thep Maha Nakhon, Thailand",Huai Khwang,13.79789,100.57585,Private room,,1,0.14,9,7/23/2019,1,0
18600952,"Nice view over the heart of Bangkok,Ploenchit BTS",128919252,Kung,,Parthum Wan,13.7446,100.55033,Entire home/apt,3200,1,1.02,88,5/31/2024,1,261
19000129,Studio for 2PAX: 1-Min from BTS Nana,3773805,Danai And BicGy,"Bangkok, Thailand",Khlong Toei,13.73937,100.55521,Entire home/apt,,2,1.06,90,7/31/2023,13,0
19000743,"THAIRONG TOWER  PATTANAKARN, 12FL.(#557) CITY VIEW",132566580,Prayote,"Khet Suan Luang, Krung Thep Maha Nakhon, Thailand",Suanluang,13.73489855,100.625017,Private room,750,1,,0,,1,365
19010392,Zee Thai Hostel Khaosan:Private Room Double bed 11,123827255,Zee Thai,,Phra Nakhon,13.76291,100.5022,Private room,400,1,0.54,43,6/21/2024,15,349
19011386,Zee Thai Khaosan:Mixed Dome Bunkbed,123827255,Zee Thai,,Phra Nakhon,13.76457,100.50439,Shared room,215,1,0.4,1,4/14/2024,15,212
18602390,Infinity Pool41 Luxury Sukhumvit 24 Bts PhromPhong,61399771,Pimnara,"Krung Thep Maha Nakhon, Thailand",Khlong Toei,13.722739,100.566139,Entire home/apt,1255,14,2.75,217,6/18/2024,1,131
19020863,Modern 3 bedrooms designer house 5 min to BTS E11,23398195,Kanokorn,Thailand,Phra Khanong,13.6929,100.60906,Entire home/apt,3500,1,1.61,119,4/14/2024,3,354
19030260,S.N. Apartment,132797973,Korntapong,,Bang Khen,13.84853,100.64883,Private room,,3,,0,,1,0
18604369,rm 2 : retro oriental,117057915,Jeab,"Bang Phlat, Bangkok, Thailand",Bang Phlat,13.79150772,100.4894867,Private room,700,1,0.29,25,11/10/2021,2,365
19042037,Alcohol disinfects the room.Safety. Rest assured,66868898,WM•House,"Khet Huai Khwang, Krung Thep Maha Nakhon, Thailand",Huai Khwang,13.78273,100.57527,Entire home/apt,725,1,3.13,269,6/11/2024,7,134
19045323,Best Condo Near BTS On Nut Station,95379198,Peeraya,"Khet Khlong Toei, Krung Thep Maha Nakhon, Thailand",Khlong Toei,13.70916,100.5985,Entire home/apt,,7,0.01,1,12/2/2018,7,0
18605008,S99 hostel - Private Double Room Ensuite,119221354,S99 Hostel,,Phra Khanong,13.69633,100.60722,Private room,,1,,0,,5,0
19091160,Luxury condo steps away from MRT,29716081,Amy Kimberly,"Bangkok, กรุงเทพมหานคร, Thailand",Huai Khwang,13.79964,100.57682,Entire home/apt,1669,7,0.21,18,11/16/2019,2,363
19050712,Gin mai lum neighbourhood,39063876,Shakris,,Phra Khanong,13.68813,100.62786,Private room,,5,,0,,1,0
19092006,A Perfect Stay at Prakanong BTS (Sukhumvit 69),86650569,Natt,"Krung Thep Maha Nakhon, Thailand",Khlong Toei,13.71358,100.59344,Entire home/apt,1469,30,0.43,36,6/14/2024,1,270
19066551,Ekamai/3Bed+4Bath+Living Room,6906718,Anne Araya,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Vadhana,13.72258,100.58441,Hotel room,4000,1,0.07,6,7/1/2018,24,0
19092383,Spacious luxe 1 bd Apt 3-min walk Asoke skytrain,94133222,Pawanee,"Bangkok, Krung Thep Maha Nakhon, Thailand",Vadhana,13.73613,100.56386,Entire home/apt,1650,29,0.14,8,1/27/2024,2,104
19072380,VISA Big Sofa Lovely Decors High Floor & Sky Train,9683986,Benny,"Khet Bang Khen, Krung Thep Maha Nakhon, Thailand",Lak Si,13.89517,100.55943,Entire home/apt,824,2,0.18,13,6/6/2023,3,90
19093219,King size bed/Free Wifi/2 mins to Phrom phong BTS,110565436,Natty,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Khlong Toei,13.72745,100.56982,Entire home/apt,1490,3,2.03,173,6/10/2024,1,68
19073902,Best deal along the MRT (subway),29716081,Amy Kimberly,,Din Daeng,13.78573,100.57306,Entire home/apt,1443,5,,0,,2,358
19074182,1BR Nawamin FreeWiFi easy to downtown/airport BKK,61476163,Usa,"Bangkok, Krung Thep Maha Nakhon, Thailand",Bueng Kum,13.79287,100.65154,Entire home/apt,1250,2,,0,,14,47
19094020,Stylish Condo/ 100M from Ladprao MRT,2849451,Champ,"Khet Bang Kapi, Krung Thep Maha Nakhon, Thailand",Chatu Chak,13.80611086,100.5727338,Private room,920,14,0.82,64,5/11/2024,1,215
19077470,"Lovely 1 BR with pool on Nawamin,BKK",61476163,Usa,"Buengkum, Bangkok, Thailand",Bueng Kum,13.79558,100.65303,Entire home/apt,1180,2,0.04,1,5/22/2022,14,145
19103879,Whizdom@Punnawithi Condo,104972200,Thitinun,,Phra Khanong,13.69065,100.60647,Private room,1286,1,0.07,6,1/3/2020,1,177
19104189,The Room Rama 4 Condo for Long stay.,71239096,Suvakhol,,Bang Rak,13.73373,100.52418,Private room,,180,,0,,1,0
19082619,"3BR (200sqm.) Downtown, pool and close to BTS/MRT!",60593496,Thongthep,"Khet Khlong Toei, Bangkok, Thailand",Khlong Toei,13.72652747,100.5621086,Entire home/apt,6100,2,0.21,18,2/3/2024,3,315
19108196,Zee Thai Hostel Khaosan:Mixed Dorm Bunkbed,123827255,Zee Thai,,Phra Nakhon,13.76433,100.50435,Shared room,215,1,0.27,21,4/26/2024,15,269
19083341,3BR (200sqm.) + guest pool and close to BTS/MRT!,60593496,Thongthep,"Khet Khlong Toei, Bangkok, Thailand",Khlong Toei,13.72650232,100.5618624,Entire home/apt,6100,2,0.13,10,3/18/2024,3,355
19124042,The Address 42 (Building A35/53),82992000,Uhousetaiwan,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Khlong Toei,13.71438,100.58592,Entire home/apt,914,30,1,1,6/1/2024,2,365
19087631,CONVENIENT Apartment126W in BKK,13944803,Rattana,"Bangkok, Krung Thep Maha Nakhon, Thailand",Phaya Thai,13.78802,100.54806,Entire home/apt,,365,,0,,2,0
19088105,"Modern lux cozy, 1bed Apt,3-min Asoke skytrain/MRT",94133222,Pawanee,"Bangkok, Krung Thep Maha Nakhon, Thailand",Vadhana,13.73748,100.56372,Entire home/apt,,29,0.02,1,12/26/2019,2,0
19125546,GardenRoominCityCenter/3MintoBTS/Storebag/SpeedWF,39878043,Yimmy,"Khet Bang Rak, Krung Thep Maha Nakhon, Thailand",Bang Rak,13.72129,100.5217,Entire home/apt,1501,1,2.41,197,8/11/2023,5,356
19699801,Experience a Peak of Luxury in this Modern House,67882642,Malarin,"Bangkok, Tha Raeng, Thailand",Bang Khen,13.85851,100.64875,Entire home/apt,3700,7,0.23,19,2/8/2024,1,271
19702707,曼谷MRT汇狂地铁1号出口5分钟 市中心 代购按摩街 双夜市 四大购物城 建兴酒家 华人必住民宿1,105689479,Taosiam,"Khet Huai Khwang, Krung Thep Maha Nakhon, Thailand",Huai Khwang,13.78142,100.57689,Private room,684,1,1.64,138,11/7/2019,34,56
19126263,Superior/Breakfast/15minAirport/Pool/Near Mall,128820736,The Cottage,"Khet Lat Krabang, Krung Thep Maha Nakhon, Thailand",Lat Krabang,13.72063923,100.7241364,Hotel room,1386,1,0.49,42,6/23/2024,6,359
19709583,Top location at ChitLom BTS Studio Haus #4,117992287,SABAI Guests,"Khet Pathum Wan, Krung Thep Maha Nakhon, Thailand",Parthum Wan,13.74209,100.54371,Entire home/apt,2580,28,0.63,53,10/30/2023,7,55
19727301,Private one bedroom condo,127777463,Ize,,Lat Phrao,13.83297,100.61356,Private room,,1,,0,,1,0
19126623,Superior/NoBreakfast/15minAirport/Pool/Near Mall,128820736,The Cottage,"Khet Lat Krabang, Krung Thep Maha Nakhon, Thailand",Lat Krabang,13.72036839,100.7241821,Hotel room,1234,1,6.95,591,6/25/2024,6,359
19127100,FREE AIRPORT PICKUP@PHROM PHONG BTS/ASOK BTS,47320777,Mickey,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Khlong Toei,13.72934,100.57093,Entire home/apt,1500,25,0.81,67,3/23/2024,5,92
19731060,Comfy&Cozy Near the city and AirportLink 2Bed&Bath,30569936,Siriporn,"Khet Suan Luang, Krung Thep Maha Nakhon, Thailand",Suanluang,13.74479,100.60111,Private room,,30,,0,,1,0
19127428,"Central Located, 2 BR, Spacious 140 Sqm. BTS 5 Min",114934916,Klass,"Khet Sathon, Krung Thep Maha Nakhon, Thailand",Sathon,13.72135,100.53223,Entire home/apt,3000,3,2.05,175,6/16/2024,6,74
19739951,3 Bed 3 Bath Stylish Homestay/ Free Pick Up,6906718,Anne Araya,,Phra Khanong,13.69958,100.60771,Entire home/apt,2099,1,0.32,27,5/22/2024,24,353
19754011,"2BR.Serene place in Ekkamai, Sukhumvit area.",34022205,Kwan,"Bangkok, Krung Thep Maha Nakhon, Thailand",Vadhana,13.73535,100.59027,Entire home/apt,1910,2,0.61,51,6/10/2024,4,85
19128399,Large 1 BR Service Apt (5 mins to Emquartier/BTS),132758342,Mo,,Khlong Toei,13.72638,100.57395,Entire home/apt,2000,2,1.04,87,5/10/2024,10,180
19754787,Comfy accom. 0 (BTS Saphan khwai),26736483,K,"Khet Phaya Thai, Krung Thep Maha Nakhon, Thailand",Phaya Thai,13.78809,100.5566,Entire home/apt,869,1,0.2,17,2/22/2018,96,364
19134566,Big GROUP&FAMILY happy home 70 sqm. #13 Silom 3,26736483,K,"Khet Bang Rak, Krung Thep Maha Nakhon, Thailand",Bang Rak,13.72511,100.52627,Entire home/apt,2890,25,0.77,66,3/9/2020,96,365
19134670,The Prima Residence # STANDARD ROOM,126528166,The Prima,"Don muang, Bangkok, Thailand",Don Mueang,13.91384,100.5919,Private room,,1,0.47,40,6/8/2019,4,0
19755489,Easy to BTS Sky Train and stay safe just like home,136004827,Bob,"Khet Thon Buri, Krung Thep Maha Nakhon, Thailand",Thon buri,13.71515,100.47911,Private room,,30,0.11,9,10/7/2018,1,0
19757676,Nice room ready to move in next to BTS Prakanong,139405731,Thitiya,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Vadhana,13.71131,100.597,Private room,,14,,0,,1,0
19165052,Studio unit convenient to Skytrain & local shops,31390032,Eric,,Khlong Toei,13.70684,100.59877,Entire home/apt,,180,,0,,1,0
19166411,Work and relax at Fourwings,134038078,Tatyana,,Suanluang,13.72777,100.6415,Entire home/apt,1300,5,0.26,19,2/1/2024,1,359
19772349,Private Family for 4 people,139338181,Nick,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Vadhana,13.73045,100.58061,Private room,2310,1,0.12,9,4/15/2024,9,180
19790950,Studio Room @The Kaze34 Hotel,64131143,Chetna,,Khlong Toei,13.72409443,100.5715212,Private room,1300,1,0.09,7,5/6/2024,6,363
19173305,Asiatique河滨码头夜市/Chaopraya River View江景房/ 2rooms,108355364,Stony,"曼谷, Krung Thep Maha Nakhon, Thailand",Bang Kho laen,13.70306,100.49947,Entire home/apt,1500,60,0.83,70,4/29/2023,1,358
19792773,"Near Government cent,Passport control, Immigration",131935092,Chonnaree,,Lak Si,13.88794,100.57689,Private room,,2,,0,,1,0
19796786,Sunshine Bang-na Apartment,139812272,Serenan,"Khet Bang Na, Krung Thep Maha Nakhon, Thailand",Bang Na,13.66497,100.6309,Entire home/apt,,2,,0,,1,0
19801815,Sweet Summer private room :) DMK Donmueang,26534119,Saranya,"Khet Don Mueang, Krung Thep Maha Nakhon, Thailand",Don Mueang,13.93305,100.59065,Private room,750,60,0.03,2,12/3/2018,5,365
19181585,Suvarnaphumi Lake House/free Airport transfer,15287982,Kessara,,Min Buri,13.79799,100.78175,Private room,850,1,,0,,1,90
19815026,Nice room with 2 bedrooms 1 bath. Fully furnished,130437649,Nok,,Phra Khanong,13.68318,100.60347,Private room,,30,,0,,1,0
19183602,Rose Apartment 3,131408222,Tarine,"Khet Bang Na, Krung Thep Maha Nakhon, Thailand",Bang Na,13.65966,100.61465,Private room,,1,0.04,3,3/30/2020,2,0
19190036,"Charming 2 bed rooms condominium,",60441979,Weena,,Min Buri,13.81279,100.71655,Private room,,15,0.05,4,2/21/2020,1,178
19831381,"Peaceful Villa, Near to BTS, A different BKK Life",140156246,Brian,"Khet Phra Khanong, Krung Thep Maha Nakhon, Thailand",Phra Khanong,13.68506,100.60856,Private room,,1,,0,,2,0
19832165,Great room,139610733,Piangrutai,,Khlong Toei,13.72444,100.56732,Entire home/apt,,2,,0,,1,0
19198885,Cosy and comfortable apartment next to airport,134315749,Arpapicha,"Khet Don Mueang, Krung Thep Maha Nakhon, Thailand",Don Mueang,13.91271,100.56408,Entire home/apt,498,3,0.98,83,2/26/2024,1,110
19833385,W Station@離BTS 1分鐘 環境優雅 雙床 1 卧1 卫 免費迎賓飲料 WI-FI,124182824,W Station,"Khet Khlong San, Krung Thep Maha Nakhon, Thailand",Khlong San,13.72023,100.4932,Hotel room,2441,1,,0,,5,364
19200815,Peaceful garden home,17491725,Zazithorn,"Khet Prawet, Krung Thep Maha Nakhon, Thailand",Pra Wet,13.71593,100.6528,Private room,,1,0.04,1,7/11/2022,2,0
19842130,TidaResidence@I House RCA,95809654,Tida,,Huai Khwang,13.74738,100.59278,Entire home/apt,,6,,0,,1,0
19847558,Eco-friendly 2B Apartment in community of Ekkamai.,33550104,Kasamsan,,Vadhana,13.73352,100.59044,Entire home/apt,2514,2,0.76,64,6/22/2024,3,171
19205421,Beyond Duplex Room 719,134376260,Vuttinun,,Bang Na,13.67571,100.60367,Entire home/apt,,2,,0,,1,0
19213979,4unit room available in same condominium.,117909195,Kota,,Phra Khanong,13.68809,100.60761,Entire home/apt,,1,0.01,1,7/24/2017,1,0
19215532,"Dusit Garden, House in lush green garden",122956697,Puangratana,"Khet Dusit, Krung Thep Maha Nakhon, Thailand",Dusit,13.78835,100.51804,Private room,,2,,0,,1,0
19848984,"1B/R Pool View Condo near MRT, Stay like home.",95293468,Panisa," Bangkok, Bangsue, Thailand",Bang Sue,13.82952,100.52611,Private room,899,28,0.59,49,6/8/2024,2,260
19865517,168 Self Storage Near MRT THA Cultural Center,23772008,Saifon,,Din Daeng,13.77391,100.57253,Shared room,900,7,,0,,1,365
19218884,Riverview Room near BTS Krungthonburi,134514818,Noi,,Khlong San,13.71251,100.50219,Private room,,30,,0,,1,0
19235888,Bachelor mini studio only 7 min bts saphan taksin,2129668,Wimonpak,,Sathon,13.71512,100.51506,Entire home/apt,478,2,0.7,60,6/10/2024,44,354
19867600,"PAMAhouse : Family room (2 bedrooms, 1 bathroom)",137954329,Kasipa,,Khlong San,13.71057,100.49815,Private room,2295,1,0.42,34,5/15/2024,9,350
19867756,Hotel Papa Bangkok; Classy King with Bathtub,140542292,Sita,,Bangkok Noi,13.76574,100.48237,Private room,,1,,0,,4,0
19239312,"1step to BTS, nice view condo with pool, gym,wifi",131123891,Thawatchai,"Bangkok, Krung Thep Maha Nakhon, Thailand",Bang Na,13.68029,100.60818,Entire home/apt,760,90,1.08,91,11/30/2023,2,208
19867815,PAMAhouse : Twin room with shared bathroom,137954329,Kasipa,,Khlong San,13.71057,100.49815,Private room,990,1,0.06,5,10/14/2022,9,358
19867848,Metropark apartment,104122286,Laksanara,,Phasi Charoen,13.69536,100.43334,Private room,971,1,0.71,55,3/23/2024,7,365
19239860,great and quiet house during transit near Airport,134704143,Bob,,Bang Kapi,13.75215,100.66513,Entire home/apt,3000,2,,0,,1,365
19868480,Hotel Papa Bangkok; Cozy Queen Room,140542292,Sita,,Bangkok Noi,13.76519,100.48394,Private room,,1,,0,,4,0
19893980,Marvelous Street View and Well Equipped Condo,140156246,Brian,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Phra Khanong,13.68541,100.60876,Entire home/apt,,1,0.06,5,11/19/2017,2,0
19895028,Cool Winter private room :) DMK Donmuaeng,26534119,Saranya,,Don Mueang,13.93297,100.59065,Private room,750,60,0.06,5,1/10/2019,5,365
19274009,BTS Wongwianyai 1 min walk Thai Modern design cozy,124182824,W Station,"Khet Khlong San, Krung Thep Maha Nakhon, Thailand",Khlong San,13.72012,100.49325,Hotel room,3738,1,,0,,5,353
19301423,คอนโด ศุภาลัย ริเวอร์ รีสอร์ท,35923444,Khunnee,,Khlong San,13.71323,100.50362,Private room,,365,,0,,3,365
19895040,"Relaxing in heart of BKK, BTS, Wifi, Pool, Gym 48",21546515,Bon,"Bangkok, Krung Thep Maha Nakhon, Thailand",Vadhana,13.73004818,100.5771942,Entire home/apt,875,28,0.24,20,6/1/2024,4,159
19307501,Baan Nonzee Condo,135215422,Pornchalat,,Yan na wa,13.70561,100.53537,Entire home/apt,,1,,0,,1,0
19315964,"Ekamai/ 3Bed+4Bath+Dining Room/ Near BTS, 5th Fl",6906718,Anne Araya,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Vadhana,13.72242,100.5844,Hotel room,5200,1,0.06,5,2/16/2018,24,0
19901447,Dhub Guesthouse,48822679,Saharat,,Don Mueang,13.92322,100.60023,Private room,,1,0.02,2,9/27/2018,2,0
19317056,Aspace Hideaway,34078120,Sayamal,,Din Daeng,13.76001,100.55739,Private room,1800,1,,0,,2,365
19317602,4 Storey Thai Style Home in central Bangkok,96492745,Top,"Khet Sathon, Krung Thep Maha Nakhon, Thailand",Sathon,13.72167,100.54553,Entire home/apt,9999,1,1.15,97,4/11/2024,2,349
19901997,Warm Spring private room :) DMK Donmueang,26534119,Saranya,"Khet Don Mueang, Krung Thep Maha Nakhon, Thailand",Don Mueang,13.933,100.59065,Private room,750,60,0.17,14,1/30/2019,5,365
19917236,PAMAhouse : Ladies Dorm with personal locker,137954329,Kasipa,,Khlong San,13.71057,100.49815,Shared room,440,1,0.08,6,9/16/2023,9,358
19334882,1BR (80SQM) for 2PAX: 1-Min from BTS Nana,3773805,Danai And BicGy,"Bangkok, Thailand",Khlong Toei,13.73937,100.55521,Entire home/apt,,2,0.45,37,3/26/2022,13,0
19918034,"39$ Best place 15 minutes to Sathorn, Silom",141090113,Meimei,,Yan na wa,13.70006,100.54223,Private room,,3,,0,,1,0
19918087,PAMAhouse : Deluxe Room with bathtub,137954329,Kasipa,,Khlong San,13.71057,100.49815,Private room,1350,1,0.62,50,6/24/2024,9,295
19336181,BKK +Platinum Centralworld + LGBTQ Friendly,120880881,Paniss And Penny,"Khet Ratchathewi, Krung Thep Maha Nakhon, Thailand",Ratchathewi,13.75073,100.53761,Entire home/apt,1596,2,1.86,157,5/12/2024,19,91
19336318,"1 Bed + Big pool view, 2 mins walk to BTS Onnut",12096752,Patty,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Khlong Toei,13.70518,100.59998,Entire home/apt,1000,29,0.62,16,6/4/2024,1,266
19918281,PAMAhouse : Superior Room with rooftop terrace,137954329,Kasipa,,Khlong San,13.71057,100.49815,Private room,1170,1,0.07,5,2/25/2024,9,323
19918607,100 sqm - High Floor 2BR with panorama City View,8123510,Tatiya,"Huai Khwang, Bangkok, Thailand",Huai Khwang,13.76155,100.56949,Entire home/apt,2757,5,2.25,189,5/1/2024,10,332
19920216,Ideo Wutthakat condominium by Lux,104122286,Laksanara,,Chom Thong,13.71583,100.46859,Private room,650,2,0.94,71,4/29/2024,7,343
19920243,near airport BKK FREE WIFI Private/AOT transfer,133213617,Nuttrose,,Min Buri,13.79432,100.70916,Private room,,1,,0,,2,364
19337543,Lovely Studio with huge Pool & Gym❤️,67396802,Jeeranan,"Bangkok , กรุงเทพมหานคร, Thailand",Vadhana,13.71161548,100.6014861,Entire home/apt,,30,0.38,32,4/29/2024,1,0
19341433,The Bridge hostel,135504158,Yot,,Sathon,13.7162,100.52167,Shared room,400,1,0.37,31,1/28/2024,1,364
19933225,Cosy,141238214,Chatchawal,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Khlong Toei,13.71021,100.59586,Entire home/apt,,30,0.07,6,4/29/2018,1,0
19346230,Happy Condo near shopping Center and  Street Food,135553564,Priew,,Wang Thong Lang,13.78742,100.62748,Entire home/apt,665,1,0.12,10,5/24/2018,2,328
19934198,Grene Condo,141251450,จินตวัฒน์,,Lak Si,13.89503,100.55448,Private room,,30,,0,,1,0
19347996,"Great Location, Everything at door step",100878988,Lalit,"Khet Thon Buri, Krung Thep Maha Nakhon, Thailand",Thon buri,13.71688,100.47827,Entire home/apt,,60,,0,,1,0
19351065,Safe House Studio : Entire Townhouse Pets freindly,12940904,Nawatchara,"Khet Suan Luang, Krung Thep Maha Nakhon, Thailand",Bang Kapi,13.7404871,100.6536165,Entire home/apt,2037,14,0.21,18,3/1/2024,1,128
19936635,Rama3-BRT/ Clean Private Room/ FREE wifi/ Friendly,37954370,Wachiraporn,"Khet Yan Nawa, Krung Thep Maha Nakhon, Thailand",Yan na wa,13.69234,100.53336,Private room,600,1,0.01,1,10/1/2017,1,181
19351138,13 FL. Apartment close to the MRT station &Gym,135603167,Katemanee,"Khet Bang Kapi, Krung Thep Maha Nakhon, Thailand",Bang Kapi,13.76257,100.6469,Entire home/apt,551,30,0.28,22,4/8/2024,5,263
19937245,cityhome ratchadapisek 10,141239016,Puttipat (Peter),"Krung Thep Maha Nakhon, Thailand",Huai Khwang,13.77758,100.57492,Private room,,5,0.05,4,2/6/2018,2,0
19354113,套房出租 月租,135628977,仙,,Huai Khwang,13.75419,100.57145,Private room,,18,,0,,1,0
19356266,Cozy 1BR Thai-Style House | Big Garden | Dusit,32858545,Kanyalak,"Khet Dusit, Krung Thep Maha Nakhon, Thailand",Dusit,13.77998,100.52507,Entire home/apt,2239,2,2.32,191,6/19/2024,1,329
19943259,"Nice, clean and cozy apartment room 203",141332574,Boonchawee,"Krung Thep Maha Nakhon, Thailand",Bang Kapi,13.76395,100.65368,Private room,,1,,0,,3,0
19945644,"Nice, clean and cozy apartment room 201",141332574,Boonchawee,,Bang Kapi,13.76244,100.65224,Private room,,1,,0,,3,0
19972019,Private Apartment (Big park )799,44798819,Uriwan,"Khet Bangkok Noi, Krung Thep Maha Nakhon, Thailand",Bangkok Noi,13.78025,100.46962,Private room,799,180,,0,,1,364
19356694,Quinn Condo Room 3 mins walk to MRT Sutthisarn,67532779,Samchai,,Din Daeng,13.78678,100.57241,Entire home/apt,1347,1,0.04,3,8/19/2017,1,88
19972160,Sailom Family,124520056,Noppawan,"Khet Phaya Thai, Krung Thep Maha Nakhon, Thailand",Phaya Thai,13.78271,100.54485,Private room,,1,,0,,1,0
19378264,Ultra Cozy Silom 3 condo 55sqm. #14(BTS Saladaeng),26736483,K,"Khet Bang Rak, Krung Thep Maha Nakhon, Thailand",Bang Rak,13.72459,100.52996,Entire home/apt,1820,12,0.57,48,1/1/2024,96,334
19974397,(walk 5 mins to Icon Siam)Baan Navi,100302626,Nattapol,"Khlong San, Bangkok, Thailand",Khlong San,13.72337,100.50851,Private room,750,2,1.59,133,4/7/2024,4,91
19976789,Near airport BKK WIFI Breakfast/airport transfer,133213617,Nuttrose,"Khet Min Buri, Krung Thep Maha Nakhon, Thailand",Min Buri,13.79644,100.70965,Private room,,1,,0,,2,364
19977073,"Nice, clean and cozy apartment room 202",141332574,Boonchawee,,Bang Kapi,13.76357,100.65205,Private room,,1,,0,,3,0
19394437,"Very clean, quiet space, near BTS station",135967339,Lallalin,"Khet Phra Khanong, Krung Thep Maha Nakhon, Thailand",Phra Khanong,13.68757,100.60772,Entire home/apt,,1,,0,,1,0
19985067,Sukhumvit private room near BTS,45327946,Jakkrapant,"กรุงเทพมหานคร, Thailand",Phra Khanong,13.68668,100.60545,Private room,1080,1,,0,,1,365
19418814,1 BED RM ON SUKHUMVIT 48 NEAR EKAMAI & THONGLOR,31566655,Saowanit,,Khlong Toei,13.71021,100.59425,Private room,1450,180,,0,,2,98
19418886,"TheHeart of Bangkok, Best for Leisure and Business",122960422,Narathorn,"Khet Phaya Thai, Krung Thep Maha Nakhon, Thailand",Phaya Thai,13.79107,100.54939,Private room,800,30,0.19,16,6/30/2023,2,365
19987868,Bangkok Persective View: 2BR/WIFI/MRT,79624768,Eva,,Huai Khwang,13.7608,100.56981,Entire home/apt,2086,1,0.83,69,5/9/2024,33,86
19429477,7B@Nana/0GuestServiceFee/1Gwifi/NIST/Asok/38sqm,131427125,Jj,"Krung Thep Maha Nakhon, Thailand",Vadhana,13.747908,100.558182,Entire home/apt,1373,1,1.36,114,6/4/2024,10,155
19992494,"The Luxury Edge, 5min Asok BTS/MRT",59925896,Arthur,"Krung Thep Maha Nakhon, Thailand",Vadhana,13.73726,100.56266,Entire home/apt,2200,5,1.75,146,5/30/2024,4,162
20020020,คอนโดลูกาโน่ ลาดพร้าว 18,49678947,Sawaluck,,Chatu Chak,13.80441,100.57005,Private room,,1,,0,,1,0
19446347,ห้องพักรายวัน รายเดือน,136352565,Mick,,Huai Khwang,13.77596,100.58208,Private room,,1,,0,,1,0
20024509,Spacious Duplex Downtown near Skytrain/Metro,42258971,Khanchana,"Bangkok, Krung Thep Maha Nakhon, Thailand",Phaya Thai,13.78518,100.55588,Private room,2466,2,,0,,7,25
19462947,Elio Del Ray (Resort style),57226077,Eve,,Phra Khanong,13.68539,100.60374,Private room,2499,5,,0,,1,358
20035548,Ivy Thonglor Luxury 1 BR Condo,89442943,Tanya,"Bangkok, Krung Thep Maha Nakhon, Thailand",Vadhana,13.73781,100.58243,Entire home/apt,1650,4,0.93,78,6/5/2024,1,104
19464580,3-Large 3-Bedroom Unit in the heart of Bangkok,71247753,Baansawasdee,"Watthana, Krung Thep Maha Nakhon, Thailand",Vadhana,13.73986866,100.5674331,Private room,6000,2,,0,,5,184
20039553,1 step BTS & Mall/Comfy bed/Pool/WiFi 中文,17509085,Nuchy,"Krung Thep Maha Nakhon, Thailand",Thon buri,13.71591,100.47993,Entire home/apt,,28,1.86,155,1/30/2024,4,52
20048395,Suvarnabhumi Airport 5mins & few walk Paseo Mall,135553564,Priew,,Lat Krabang,13.72064,100.73457,Entire home/apt,850,1,0.72,60,3/29/2020,2,0
19465126,2-Large 3 Bedroom suitable for family and friends,71247753,Baansawasdee,"Watthana, Krung Thep Maha Nakhon, Thailand",Vadhana,13.73909867,100.5679071,Entire home/apt,6000,2,0.03,2,4/9/2023,5,184
19480942,North Park Serviced Apartment Bangkok (1 Bedroom),136521136,North Park Place,"Krung Thep Maha Nakhon, Thailand",Lak Si,13.87198052,100.5616924,Private room,1786,28,0.11,2,2/1/2024,5,365
20058048,*Hidden Oasis Bangkok 3 | Near Iconsiam,106203113,Guang,"Bangkok, Thailand",Khlong San,13.72465134,100.5079346,Private room,1200,2,2.35,196,6/25/2024,3,346
20058402,Bangkok Condo - heart of the city,78731028,Kuntalee,"Khet Watthana, Krung Thep Maha Nakhon, Thailand",Vadhana,13.74331,100.56366,Entire home/apt,1975,30,0.03,2,2/17/2023,1,269
20059207,Bangluang Room,5325919,วสวัตติ์,"Khet Bangkok Noi, Krung Thep Maha Nakhon, Thailand",Phasi Charoen,13.73281,100.4621,Private room,1500,1,0.1,8,2/24/2024,3,356
19495335,Ekamai/ 4Bed+4Bath/ 6tbh fl,6906718,Anne Araya,"Khet Phra Khanong, Krung Thep Maha Nakhon, Thailand",Vadhana,13.72256,100.5844,Hotel room,5500,1,0.15,11,1/3/2020,24,0
